"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"8/24/2023","8/24/2023","8/25/2023","MSFT","MSFT 8/25/2023 Put $330.00","BTC","1","$9.61","($961.00)"
"8/24/2023","8/24/2023","8/25/2023","MSFT","MSFT 9/1/2023 Put $330.00","STO","1","$10.74","$1,073.98"
"8/24/2023","8/24/2023","8/25/2023","ADI","ADI 8/25/2023 Call $182.50","STO","1","$0.15","$14.98"
"8/24/2023","8/24/2023","8/24/2023","","Transfer from Brokerage to Spending","XENT","","","($50.00)"
"8/22/2023","8/22/2023","8/24/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.379685","$33.08","($12.56)"
"8/21/2023","8/21/2023","8/21/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$2.51"
"8/21/2023","8/21/2023","8/21/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$10.05"
"8/21/2023","8/21/2023","8/22/2023","MSFT","MSFT 9/15/2023 Put $325.00","BTC","1","$11.00","($1,100.00)"
"8/21/2023","8/21/2023","8/22/2023","MSFT","MSFT 8/25/2023 Put $330.00","STO","1","$11.45","$1,144.98"
"8/21/2023","8/21/2023","8/21/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($14.59)"
"8/18/2023","8/18/2023","8/21/2023","GM","GM 8/25/2023 Put $32.50","STO","1","$0.38","$37.98"
"8/18/2023","8/18/2023","8/21/2023","MSFT","MSFT 9/15/2023 Put $325.00","STO","1","$15.00","$1,499.97"
"8/18/2023","8/18/2023","8/21/2023","MSFT","MSFT 8/25/2023 Put $327.50","BTC","1","$14.50","($1,450.00)"
"8/18/2023","8/18/2023","8/18/2023","","Gold Subscription Fee","GOLD","","","($5.00)"
"8/17/2023","8/17/2023","8/18/2023","MSFT","MSFT 8/25/2023 Put $327.50","STO","1","$10.25","$1,024.98"
"8/17/2023","8/17/2023","8/18/2023","MSFT","MSFT 8/18/2023 Put $327.50","BTC","1","$8.58","($858.00)"
"8/16/2023","8/16/2023","8/17/2023","ADI","ADI 8/18/2023 Put $187.50","OASGN","1","",""
"8/16/2023","8/16/2023","8/18/2023","ADI","Analog Devices
CUSIP: 032654105
1 ADI Option Assigned","Buy","100","$187.50","($18,750.00)"
"8/16/2023","8/16/2023","8/16/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($19.43)"
"8/16/2023","8/16/2023","8/16/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($34.91)"
"8/15/2023","8/15/2023","8/17/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.001499","$33.35","($0.05)"
"8/15/2023","8/15/2023","8/17/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.519138","$33.35","($17.31)"
"8/14/2023","8/14/2023","8/14/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$8.68"
"8/14/2023","8/14/2023","8/14/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$8.68"
"8/11/2023","8/11/2023","8/11/2023","","Transfer from Brokerage to Spending","XENT","","","($500.00)"
"8/11/2023","8/11/2023","8/14/2023","MU","MU 6/21/2024 Put $72.50","STO","1","$12.35","$1,234.98"
"8/11/2023","8/11/2023","8/14/2023","MU","MU 11/17/2023 Put $75.00","BTC","1","$11.49","($1,149.00)"
"8/11/2023","8/11/2023","8/14/2023","ADI","ADI 8/18/2023 Put $187.50","STO","1","$5.45","$544.98"
"8/11/2023","8/11/2023","8/14/2023","ADI","ADI 8/11/2023 Put $187.50","BTC","1","$4.49","($449.00)"
"8/11/2023","8/11/2023","8/14/2023","MSFT","MSFT 8/11/2023 Put $327.50","BTC","1","$7.05","($705.00)"
"8/11/2023","8/11/2023","8/14/2023","MSFT","MSFT 8/18/2023 Put $327.50","STO","1","$8.95","$894.98"
"8/10/2023","8/10/2023","8/11/2023","GM","GM 8/11/2023 Put $37.50","BTC","2","$2.43","($486.00)"
"8/10/2023","8/10/2023","8/11/2023","GM","GM 9/15/2023 Put $37.00","STO","2","$2.43","$485.98"
"8/8/2023","8/8/2023","8/10/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.46756","$32.43","($15.16)"
"8/8/2023","8/8/2023","8/10/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.000308","$32.43","($0.01)"
"8/7/2023","8/7/2023","8/7/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$1.38"
"8/7/2023","8/7/2023","8/7/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$13.79"
"8/7/2023","8/7/2023","8/8/2023","ADI","ADI 8/11/2023 Put $187.50","STO","1","$1.65","$164.98"
"8/7/2023","8/7/2023","8/8/2023","MSFT","MSFT 8/11/2023 Put $327.50","STO","1","$2.93","$292.98"
"8/4/2023","8/4/2023","8/7/2023","MSFT","MSFT 8/4/2023 Put $327.50","BTC","1","$0.08","($8.00)"
"8/4/2023","8/4/2023","8/7/2023","GM","GM 8/11/2023 Put $37.50","STO","2","$0.82","$163.98"
"8/4/2023","8/4/2023","8/7/2023","GM","GM 8/4/2023 Put $37.50","BTC","2","$0.57","($114.00)"
"8/4/2023","8/4/2023","8/7/2023","AMZN","AMZN 8/4/2023 Put $127.00","BTC","1","$0.02","($2.00)"
"8/4/2023","8/4/2023","8/7/2023","AMZN","AMZN 8/4/2023 Put $127.00","BTC","1","$0.02","($2.00)"
"8/3/2023","8/3/2023","8/3/2023","","Internal transfer from rhs_account account to rhs_roth_ira account","ITRF","","","($3,000.00)"
"8/3/2023","8/3/2023","8/4/2023","MSFT","MSFT 8/4/2023 Put $327.50","STO","1","$2.66","$265.98"
"8/2/2023","8/2/2023","8/3/2023","F","F 12/15/2023 Put $14.00","STO","1","$1.53","$152.98"
"8/2/2023","8/2/2023","8/3/2023","F","F 8/11/2023 Put $14.50","BTC","1","$1.53","($153.00)"
"8/1/2023","8/1/2023","8/1/2023","VZ","Cash Div: R/D 2023-07-10 P/D 2023-08-01 - 400 shares at 0.6525","CDIV","","","$261.00"
"8/1/2023","8/1/2023","8/2/2023","VZ","VZ 8/25/2023 Call $37.00","STO","1","$0.05","$4.98"
"8/1/2023","8/1/2023","8/2/2023","VZ","VZ 8/25/2023 Call $37.00","STO","1","$0.05","$4.98"
"8/1/2023","8/1/2023","8/2/2023","VZ","VZ 8/25/2023 Call $37.00","STO","1","$0.05","$4.98"
"8/1/2023","8/1/2023","8/2/2023","VZ","VZ 8/25/2023 Call $37.00","STO","1","$0.05","$4.98"
"8/1/2023","8/1/2023","8/3/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.538686","$34.25","($18.45)"
"7/31/2023","7/31/2023","7/31/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$5.27"
"7/31/2023","7/31/2023","7/31/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$13.18"
"7/31/2023","7/31/2023","8/1/2023","GM","GM 8/4/2023 Put $37.50","STO","2","$0.21","$41.98"
"7/28/2023","7/28/2023","7/31/2023","AAPL","Option Expiration for AAPL 7/28/2023 Put $192.50","OEXP","1","",""
"7/28/2023","7/28/2023","7/31/2023","F","F 8/11/2023 Put $14.50","STO","1","$1.45","$144.98"
"7/28/2023","7/28/2023","7/31/2023","F","F 7/28/2023 Put $14.50","BTC","1","$1.45","($145.00)"
"7/27/2023","7/27/2023","7/28/2023","GM","GM 7/28/2023 Put $37.50","BTC","2","$0.03","($6.00)"
"7/27/2023","7/27/2023","7/27/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($59.43)"
"7/26/2023","7/26/2023","7/27/2023","AMZN","AMZN 7/28/2023 Put $131.00","BTC","2","$4.02","($804.00)"
"7/26/2023","7/26/2023","7/27/2023","AMZN","AMZN 8/4/2023 Put $127.00","STO","2","$4.33","$865.98"
"7/26/2023","7/26/2023","7/27/2023","GM","GM 7/28/2023 Put $37.50","STO","2","$0.22","$43.98"
"7/26/2023","7/26/2023","7/27/2023","GOOGL","GOOGL 7/28/2023 Put $121.00","BTC","1","$0.03","($3.00)"
"7/25/2023","7/25/2023","7/27/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.31336","$34.76","($10.89)"
"7/25/2023","7/25/2023","7/27/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.00115","$34.76","($0.04)"
"7/24/2023","7/24/2023","7/24/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$3.12"
"7/24/2023","7/24/2023","7/26/2023","BA","Boeing
CUSIP: 097023105","Sell","0.26112","$215.34","$56.23"
"7/24/2023","7/24/2023","7/24/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$7.81"
"7/24/2023","7/24/2023","7/25/2023","AMZN","AMZN 7/28/2023 Put $131.00","STO","1","$3.00","$299.98"
"7/24/2023","7/24/2023","7/25/2023","AMZN","AMZN 7/28/2023 Put $131.00","STO","1","$1.99","$198.98"
"7/24/2023","7/24/2023","7/25/2023","AAPL","AAPL 7/28/2023 Put $192.50","STO","1","$1.37","$136.98"
"7/21/2023","7/21/2023","7/24/2023","SKLZ1","Option Expiration for SKLZ1 7/21/2023 Put $0.50","OEXP","1","",""
"7/21/2023","7/21/2023","7/24/2023","GM","GM 7/21/2023 Put $38.50","BTC","3","$0.03","($9.00)"
"7/21/2023","7/21/2023","7/24/2023","VZ","VZ 7/21/2023 Put $33.50","BTC","1","$0.06","($6.00)"
"7/21/2023","7/21/2023","7/24/2023","F","F 7/21/2023 Put $14.50","BTC","1","$0.60","($60.00)"
"7/21/2023","7/21/2023","7/24/2023","F","F 7/28/2023 Put $14.50","STO","1","$0.85","$84.98"
"7/21/2023","7/21/2023","7/24/2023","AAPL","AAPL 7/21/2023 Put $190.00","BTC","1","$0.02","($2.00)"
"7/21/2023","7/21/2023","7/24/2023","XOM","XOM 7/21/2023 Put $102.00","BTC","2","$0.02","($4.00)"
"7/19/2023","7/19/2023","7/20/2023","F","F 7/21/2023 Put $14.50","STO","1","$0.41","$40.98"
"7/19/2023","7/19/2023","7/19/2023","","Gold Fee","GOLD","","","($5.00)"
"7/18/2023","7/18/2023","7/19/2023","GOOGL","GOOGL 7/28/2023 Put $121.00","STO","1","$2.55","$254.98"
"7/18/2023","7/18/2023","7/19/2023","GOOGL","GOOGL 7/21/2023 Put $124.00","BTC","1","$1.86","($186.00)"
"7/18/2023","7/18/2023","7/20/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.373712","$32.00","($11.96)"
"7/18/2023","7/18/2023","7/20/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.000312","$32.00","($0.01)"
"7/17/2023","7/17/2023","7/17/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$2.76"
"7/17/2023","7/17/2023","7/17/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$9.21"
"7/17/2023","7/17/2023","7/18/2023","GM","GM 7/21/2023 Put $38.50","STO","3","$0.44","$131.98"
"7/17/2023","7/17/2023","7/18/2023","VZ","VZ 7/21/2023 Put $33.50","STO","1","$0.35","$34.98"
"7/14/2023","7/14/2023","7/17/2023","VZ","Option Expiration for VZ 7/14/2023 Call $37.00","OEXP","4","",""
"7/14/2023","7/14/2023","7/17/2023","AAPL","AAPL 7/21/2023 Put $190.00","STO","1","$1.57","$156.98"
"7/14/2023","7/14/2023","7/17/2023","AAPL","AAPL 7/14/2023 Put $190.00","BTC","1","$0.19","($19.00)"
"7/14/2023","7/14/2023","7/17/2023","XOM","XOM 7/21/2023 Put $102.00","STO","1","$1.87","$186.98"
"7/14/2023","7/14/2023","7/14/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($135.61)"
"7/14/2023","7/14/2023","7/17/2023","AMD","AMD 7/14/2023 Put $115.00","BTC","1","$0.04","($4.00)"
"7/14/2023","7/14/2023","7/17/2023","XOM","XOM 7/21/2023 Put $102.00","STO","1","$1.00","$99.98"
"7/13/2023","7/13/2023","7/14/2023","AMZN","AMZN 7/14/2023 Put $128.00","BTC","1","$0.04","($4.00)"
"7/13/2023","7/13/2023","7/14/2023","MU","MU 11/17/2023 Put $75.00","STO","1","$11.85","$1,184.98"
"7/13/2023","7/13/2023","7/14/2023","MU","MU 1/17/2025 Put $67.50","BTC","1","$11.65","($1,165.00)"
"7/12/2023","7/12/2023","7/13/2023","XOM","XOM 7/14/2023 Put $102.00","BTC","1","$0.03","($3.00)"
"7/11/2023","7/11/2023","7/12/2023","GOOGL","GOOGL 7/28/2023 Put $122.00","BTC","1","$6.80","($680.00)"
"7/11/2023","7/11/2023","7/12/2023","GOOGL","GOOGL 7/21/2023 Put $124.00","STO","1","$7.35","$734.98"
"7/11/2023","7/11/2023","7/13/2023","BA","Boeing
CUSIP: 097023105","Buy","0.032178","$212.55","($6.84)"
"7/11/2023","7/11/2023","7/13/2023","BA","Boeing
CUSIP: 097023105","Buy","0.000188","$212.55","($0.04)"
"7/10/2023","7/10/2023","7/11/2023","AMZN","AMZN 7/14/2023 Put $128.00","STO","1","$2.30","$229.98"
"7/10/2023","7/10/2023","7/10/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$1.59"
"7/10/2023","7/10/2023","7/10/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$5.29"
"7/10/2023","7/10/2023","7/11/2023","AAPL","AAPL 7/14/2023 Put $190.00","STO","1","$1.63","$162.98"
"7/7/2023","7/7/2023","7/7/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($4.32)"
"7/7/2023","7/7/2023","7/10/2023","XOM","XOM 7/14/2023 Put $102.00","STO","1","$0.95","$94.98"
"7/7/2023","7/7/2023","7/10/2023","MSFT","MSFT 7/7/2023 Put $335.00","BTC","1","$0.05","($5.00)"
"7/7/2023","7/7/2023","7/10/2023","VZ","VZ 7/14/2023 Call $37.00","STO","1","$0.08","$7.98"
"7/7/2023","7/7/2023","7/10/2023","VZ","VZ 7/14/2023 Call $37.00","STO","3","$0.08","$23.98"
"7/7/2023","7/7/2023","7/10/2023","AMD","AMD 7/14/2023 Put $115.00","STO","1","$2.59","$258.98"
"7/7/2023","7/7/2023","7/10/2023","AMD","AMD 7/7/2023 Put $117.00","BTC","1","$2.42","($242.00)"
"7/6/2023","7/6/2023","7/7/2023","GOOGL","GOOGL 7/28/2023 Put $122.00","STO","1","$5.38","$537.98"
"7/6/2023","7/6/2023","7/7/2023","GOOGL","GOOGL 7/14/2023 Put $123.00","BTC","1","$4.33","($433.00)"
"7/6/2023","7/6/2023","7/7/2023","MU","MU 7/28/2023 Put $73.00","BTC","1","$12.02","($1,202.00)"
"7/6/2023","7/6/2023","7/7/2023","MU","MU 1/17/2025 Put $67.50","STO","1","$12.83","$1,282.97"
"7/5/2023","7/5/2023","7/6/2023","GOOGL","GOOGL 7/7/2023 Put $123.00","BTC","1","$2.46","($246.00)"
"7/5/2023","7/5/2023","7/6/2023","GOOGL","GOOGL 7/14/2023 Put $123.00","STO","1","$2.96","$295.98"
"7/5/2023","7/5/2023","7/7/2023","BA","Boeing
CUSIP: 097023105","Buy","0.055285","$210.00","($11.61)"
"7/3/2023","7/3/2023","7/3/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$2.68"
"7/3/2023","7/3/2023","7/3/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$8.93"
"7/3/2023","7/3/2023","7/5/2023","MSFT","MSFT 7/7/2023 Put $335.00","STO","1","$1.86","$185.98"
"6/30/2023","6/30/2023","6/30/2023","LDOS","Cash Div: R/D 2023-06-15 P/D 2023-06-30 - 100 shares at 0.36","CDIV","","","$36.00"
"6/30/2023","6/30/2023","7/3/2023","AMD","AMD 7/14/2023 Put $115.00","BTC","1","$4.02","($402.00)"
"6/30/2023","6/30/2023","7/3/2023","AMD","AMD 7/7/2023 Put $117.00","STO","1","$4.16","$415.98"
"6/30/2023","6/30/2023","7/3/2023","AMZN","AMZN 6/30/2023 Put $128.00","BTC","1","$0.03","($3.00)"
"6/30/2023","6/30/2023","7/3/2023","QCOM","QCOM 6/30/2023 Put $115.00","BTC","1","$0.02","($2.00)"
"6/29/2023","6/29/2023","6/30/2023","RIVN","RIVN 6/30/2023 Put $13.50","BTC","1","$0.02","($2.00)"
"6/29/2023","6/29/2023","6/30/2023","RIVN","RIVN 6/30/2023 Put $13.50","BTC","1","$0.02","($2.00)"
"6/29/2023","6/29/2023","6/30/2023","RIVN","RIVN 6/30/2023 Put $13.50","BTC","1","$0.02","($2.00)"
"6/29/2023","6/29/2023","6/30/2023","XOM","XOM 6/30/2023 Put $102.00","BTC","1","$0.03","($3.00)"
"6/29/2023","6/29/2023","6/30/2023","AMZN","AMZN 6/30/2023 Put $128.00","STO","1","$0.97","$96.98"
"6/29/2023","6/29/2023","6/30/2023","GM","GM 6/30/2023 Put $37.00","BTC","1","$0.03","($3.00)"
"6/29/2023","6/29/2023","6/30/2023","XOM","XOM 6/30/2023 Put $102.00","BTC","1","$0.03","($3.00)"
"6/29/2023","6/29/2023","6/30/2023","MU","MU 7/28/2023 Put $73.00","STO","1","$8.90","$889.98"
"6/29/2023","6/29/2023","6/30/2023","MU","MU 7/7/2023 Put $73.00","BTC","1","$8.75","($875.00)"
"6/27/2023","6/27/2023","6/28/2023","GM","GM 6/30/2023 Put $37.00","STO","1","$0.24","$23.98"
"6/27/2023","6/27/2023","6/29/2023","BA","Boeing
CUSIP: 097023105","Buy","0.080048","$206.25","($16.51)"
"6/26/2023","6/26/2023","6/26/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$4.72"
"6/26/2023","6/26/2023","6/26/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$11.79"
"6/26/2023","6/26/2023","6/27/2023","AMD","AMD 7/14/2023 Put $115.00","STO","1","$8.54","$853.98"
"6/26/2023","6/26/2023","6/27/2023","AMD","AMD 6/30/2023 Put $116.00","BTC","1","$8.21","($821.00)"
"6/26/2023","6/26/2023","6/26/2023","SKLZ","Skillz
CUSIP: 83067L208","SPR","5","",""
"6/26/2023","6/26/2023","6/26/2023","SKLZ","Skillz
CUSIP: 83067L109","SPR","100S","",""
"6/26/2023","6/26/2023","6/26/2023","SKLZ1","SKLZ1 7/21/2023 Put $0.50","OCA","1S","",""
"6/26/2023","6/26/2023","6/26/2023","SKLZ","SKLZ 7/21/2023 Put $0.50","OCA","1","",""
"6/23/2023","6/23/2023","6/26/2023","QCOM","QCOM 6/30/2023 Put $115.00","STO","1","$1.59","$158.98"
"6/23/2023","6/23/2023","6/26/2023","RIVN","RIVN 6/30/2023 Put $13.50","STO","1","$0.39","$38.98"
"6/23/2023","6/23/2023","6/26/2023","RIVN","RIVN 6/30/2023 Put $13.50","STO","1","$0.39","$38.98"
"6/23/2023","6/23/2023","6/26/2023","RIVN","RIVN 6/30/2023 Put $13.50","STO","1","$0.39","$38.98"
"6/23/2023","6/23/2023","6/26/2023","XOM","XOM 6/30/2023 Put $102.00","STO","2","$1.45","$289.98"
"6/23/2023","6/23/2023","6/26/2023","XOM","XOM 6/23/2023 Put $102.00","BTC","2","$0.49","($98.00)"
"6/22/2023","6/22/2023","6/23/2023","SKLZ","SKLZ 7/21/2023 Put $0.50","STO","1","$0.02","$1.98"
"6/22/2023","6/22/2023","6/23/2023","AMZN","AMZN 6/23/2023 Put $126.00","BTC","1","$0.17","($17.00)"
"6/21/2023","6/21/2023","6/21/2023","","Transfer from Brokerage to Spending","XENT","","","($500.00)"
"6/21/2023","6/21/2023","6/22/2023","AMD","AMD 6/23/2023 Put $117.00","BTC","1","$4.93","($493.00)"
"6/21/2023","6/21/2023","6/22/2023","AMD","AMD 6/30/2023 Put $116.00","STO","1","$5.35","$534.98"
"6/21/2023","6/21/2023","6/22/2023","GOOGL","GOOGL 6/23/2023 Put $124.00","BTC","1","$3.59","($359.00)"
"6/21/2023","6/21/2023","6/22/2023","GOOGL","GOOGL 7/7/2023 Put $123.00","STO","1","$3.78","$377.98"
"6/20/2023","6/20/2023","6/21/2023","XOM","XOM 6/23/2023 Put $102.00","STO","1","$1.00","$99.98"
"6/20/2023","6/20/2023","6/21/2023","XOM","XOM 6/23/2023 Put $102.00","STO","1","$0.54","$53.98"
"6/20/2023","6/20/2023","6/21/2023","AMZN","AMZN 6/23/2023 Put $126.00","STO","1","$1.70","$169.98"
"6/20/2023","6/20/2023","6/22/2023","BA","Boeing
CUSIP: 097023105","Buy","0.000091","$218.95","($0.02)"
"6/20/2023","6/20/2023","6/22/2023","BA","Boeing
CUSIP: 097023105","Buy","0.04824","$218.95","($10.56)"
"6/20/2023","6/20/2023","6/20/2023","","Transfer from Brokerage to Spending","XENT","","","($1,500.00)"
"6/20/2023","6/20/2023","6/20/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$1.76"
"6/20/2023","6/20/2023","6/20/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$8.82"
"6/20/2023","6/20/2023","6/20/2023","","Gold Fee","GOLD","","","($5.00)"
"6/20/2023","6/20/2023","6/20/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($77.42)"
"6/20/2023","6/20/2023","6/20/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($30.08)"
"6/20/2023","6/20/2023","6/20/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($46.87)"
"6/16/2023","6/16/2023","6/20/2023","LDOS","LDOS 6/16/2023 Call $85.00","OASGN","1","",""
"6/16/2023","6/16/2023","6/21/2023","LDOS","Leidos
CUSIP: 525327102
1 LDOS Option Assigned","Sell","100","$85.00","$8,499.92"
"6/16/2023","6/16/2023","6/20/2023","VZ","Option Expiration for VZ 6/16/2023 Call $37.00","OEXP","4","",""
"6/16/2023","6/16/2023","6/20/2023","RIVN","Option Expiration for RIVN 6/16/2023 Put $13.50","OEXP","8","",""
"6/16/2023","6/16/2023","6/20/2023","SKLZ","Option Expiration for SKLZ 6/16/2023 Put $0.50","OEXP","1","",""
"6/16/2023","6/16/2023","6/20/2023","AMZN","AMZN 6/16/2023 Put $125.00","BTC","1","$0.04","($4.00)"
"6/16/2023","6/16/2023","6/20/2023","AMD","AMD 6/23/2023 Put $117.00","STO","1","$1.13","$112.98"
"6/16/2023","6/16/2023","6/20/2023","AMD","AMD 6/16/2023 Put $122.00","BTC","1","$1.12","($112.00)"
"6/15/2023","6/15/2023","6/15/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($7.68)"
"6/15/2023","6/15/2023","6/16/2023","GOOGL","GOOGL 6/16/2023 Put $125.00","BTC","1","$1.55","($155.00)"
"6/15/2023","6/15/2023","6/16/2023","GOOGL","GOOGL 6/23/2023 Put $124.00","STO","1","$1.88","$187.98"
"6/14/2023","6/14/2023","6/15/2023","VZ","VZ 6/16/2023 Call $37.00","STO","2","$0.02","$3.98"
"6/14/2023","6/14/2023","6/15/2023","VZ","VZ 6/16/2023 Call $37.00","STO","1","$0.02","$1.98"
"6/14/2023","6/14/2023","6/15/2023","VZ","VZ 6/16/2023 Call $37.00","STO","1","$0.02","$1.98"
"6/14/2023","6/14/2023","6/15/2023","AMD","AMD 6/16/2023 Put $122.00","STO","1","$1.08","$107.98"
"6/13/2023","6/13/2023","6/15/2023","BA","Boeing
CUSIP: 097023105","Buy","0.04509","$222.43","($10.03)"
"6/12/2023","6/12/2023","6/13/2023","LDOS","LDOS 6/16/2023 Call $85.00","STO","1","$0.50","$49.98"
"6/12/2023","6/12/2023","6/12/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$2.01"
"6/12/2023","6/12/2023","6/12/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$8.02"
"6/12/2023","6/12/2023","6/14/2023","BA","Boeing
CUSIP: 097023105","Sell","0.426983","$222.55","$95.03"
"6/12/2023","6/12/2023","6/13/2023","AMZN","AMZN 6/16/2023 Put $125.00","STO","1","$1.96","$195.98"
"6/9/2023","6/9/2023","6/12/2023","RIVN","RIVN 6/16/2023 Put $13.50","STO","1","$0.43","$42.98"
"6/9/2023","6/9/2023","6/12/2023","RIVN","RIVN 6/9/2023 Put $14.00","BTC","2","$0.17","($34.00)"
"6/9/2023","6/9/2023","6/12/2023","RIVN","RIVN 6/9/2023 Put $14.00","BTC","5","$0.17","($85.00)"
"6/9/2023","6/9/2023","6/12/2023","RIVN","RIVN 6/9/2023 Put $14.00","BTC","1","$0.17","($17.00)"
"6/9/2023","6/9/2023","6/12/2023","RIVN","RIVN 6/16/2023 Put $13.50","STO","2","$0.43","$85.98"
"6/9/2023","6/9/2023","6/12/2023","RIVN","RIVN 6/16/2023 Put $13.50","STO","5","$0.43","$214.98"
"6/9/2023","6/9/2023","6/12/2023","GOOGL","GOOGL 6/16/2023 Put $125.00","STO","1","$3.18","$317.98"
"6/9/2023","6/9/2023","6/12/2023","GOOGL","GOOGL 6/9/2023 Put $125.00","BTC","1","$2.38","($238.00)"
"6/9/2023","6/9/2023","6/12/2023","AAPL","AAPL 6/9/2023 Put $177.50","BTC","1","$0.01","($1.00)"
"6/9/2023","6/9/2023","6/12/2023","AMD","AMD 6/9/2023 Put $117.00","BTC","1","$0.01","($1.00)"
"6/8/2023","6/8/2023","6/8/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($20.00)"
"6/8/2023","6/8/2023","6/8/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($2.73)"
"6/8/2023","6/8/2023","6/8/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($2.45)"
"6/7/2023","6/7/2023","6/7/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($7.40)"
"6/7/2023","6/7/2023","6/7/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($12.44)"
"6/6/2023","6/6/2023","6/7/2023","AAPL","AAPL 6/9/2023 Put $177.50","STO","1","$0.94","$93.98"
"6/6/2023","6/6/2023","6/7/2023","RIVN","RIVN 6/9/2023 Put $14.00","STO","8","$0.25","$199.97"
"6/6/2023","6/6/2023","6/8/2023","BA","Boeing
CUSIP: 097023105","Buy","0.057088","$208.37","($11.90)"
"6/6/2023","6/6/2023","6/8/2023","BA","Boeing
CUSIP: 097023105","Buy","0.000095","$208.37","($0.02)"
"6/5/2023","6/5/2023","6/5/2023","","Roundup Match - Transfer from Spending RH Firm to Brokerage","XENT_RWM","","","$5.11"
"6/5/2023","6/5/2023","6/5/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$6.81"
"6/5/2023","6/5/2023","6/6/2023","MU","MU 6/16/2023 Put $74.00","BTC","1","$6.28","($628.00)"
"6/5/2023","6/5/2023","6/6/2023","MU","MU 7/7/2023 Put $73.00","STO","1","$6.39","$638.98"
"6/5/2023","6/5/2023","6/6/2023","AMD","AMD 6/9/2023 Put $117.00","STO","1","$1.62","$161.98"
"6/5/2023","6/5/2023","6/6/2023","GOOGL","GOOGL 6/9/2023 Put $125.00","STO","1","$1.22","$121.98"
"6/2/2023","6/2/2023","6/5/2023","SU","Option Expiration for SU 6/2/2023 Put $27.50","OEXP","5","",""
"6/2/2023","6/2/2023","6/5/2023","GOOGL","Option Expiration for GOOGL 6/2/2023 Put $124.00","OEXP","1","",""
"6/2/2023","6/2/2023","6/5/2023","GM","Option Expiration for GM 6/2/2023 Put $31.50","OEXP","5","",""
