"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"5/5/2023","5/5/2023","5/8/2023","GOOGL","Option Expiration for GOOGL 5/5/2023 Put $103.00","OEXP","1","",""
"5/5/2023","5/5/2023","5/8/2023","AMZN","AMZN 5/5/2023 Put $104.00","BTC","1","$0.10","($10.00)"
"5/5/2023","5/5/2023","5/8/2023","QCOM","QCOM 5/12/2023 Put $106.00","STO","1","$1.28","$127.98"
"5/3/2023","5/3/2023","5/4/2023","AAPL","AAPL 5/5/2023 Put $167.50","STO","1","$2.26","$225.98"
"5/3/2023","5/3/2023","5/4/2023","AAPL","AAPL 5/12/2023 Put $165.00","BTC","1","$2.13","($213.00)"
"5/2/2023","5/2/2023","5/3/2023","LDOS","LDOS 5/19/2023 Put $85.00","STO","1","$5.00","$499.98"
"5/2/2023","5/2/2023","5/3/2023","GOOGL","GOOGL 5/5/2023 Put $103.00","STO","1","$0.87","$86.98"
"5/2/2023","5/2/2023","5/3/2023","AMZN","AMZN 5/5/2023 Put $104.00","STO","1","$2.42","$241.98"
"4/28/2023","4/28/2023","5/1/2023","NVDA","Option Expiration for NVDA 4/28/2023 Put $267.50","OEXP","1","",""
"4/27/2023","4/27/2023","4/28/2023","GOOGL","GOOGL 4/28/2023 Put $103.00","BTC","1","$0.05","($5.00)"
"4/26/2023","4/26/2023","4/27/2023","GOOGL","GOOGL 4/28/2023 Put $103.00","STO","1","$1.00","$99.98"
"4/26/2023","4/26/2023","4/27/2023","AAPL","AAPL 5/12/2023 Put $165.00","STO","1","$5.05","$504.98"
"4/26/2023","4/26/2023","4/27/2023","AAPL","AAPL 4/28/2023 Put $167.50","BTC","1","$4.20","($420.00)"
"4/26/2023","4/26/2023","4/26/2023","","Interest on Contribution (IRA Match)","MTCH","","","$1.91"
"4/26/2023","4/26/2023","4/26/2023","","RESIDUAL ACAT IN control_num = 20231150015196, firm_id = 0057, acct_num = 78860031","ACATI","","","$191.91"
"4/21/2023","4/21/2023","4/24/2023","NVDA","NVDA 4/21/2023 Put $270.00","BTC","1","$1.51","($151.00)"
"4/21/2023","4/21/2023","4/24/2023","NVDA","NVDA 4/28/2023 Put $267.50","STO","1","$4.58","$457.98"
"4/21/2023","4/21/2023","4/24/2023","AAPL","AAPL 4/28/2023 Put $167.50","STO","1","$3.41","$340.98"
"4/21/2023","4/21/2023","4/24/2023","AAPL","AAPL 4/21/2023 Put $167.50","BTC","1","$2.71","($271.00)"
"4/20/2023","4/20/2023","4/21/2023","NVDA","NVDA 4/21/2023 Put $270.00","STO","1","$0.62","$61.98"
"4/20/2023","4/20/2023","4/21/2023","AAPL","AAPL 4/21/2023 Put $167.50","STO","1","$1.53","$152.98"
"4/20/2023","4/20/2023","4/20/2023","","Interest on Contribution (IRA Match)","MTCH","","","$580.20"
"4/20/2023","4/20/2023","4/20/2023","","ACAT IN control_num = 20231040040112, firm_id = 0057, acct_num = 78860031","ACATI","","","$58,020.34"
""
"","","","","","","","","","The data provided is for informational purposes only. Please consult a professional tax service or personal tax advisor if you need instructions on how to calculate cost basis or questions regarding your specific tax situation. Reminder: This data does not include Robinhood Crypto or Robinhood Spending activity."
